,Unnamed: 0_album,Album,Song_Name,Formatted_name,lyrics,song_clean,album_clean,Unnamed: 0_spotify,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
43,61,Red,SadBeautifulTragic,Sad Beautiful Tragic,"Long handwritten note deep in your pocket Words, how little they mean when youre a little too late I stood right by the tracks, your face in a locket Good girls, hopeful theyll be and long they will wait We had a beautiful magic love there What a sad, beautiful, tragic love affair In dreams, I meet you in warm conversation We both wake in lonely beds, different cities And time is taking its sweet time erasing you And youve got your demons, and darling, they all look like me Cause we had a beautiful magic love there What a sad, beautiful, tragic love affair Distance, timing Breakdown, fighting Silence, the train runs off its tracks Kiss me, try to fix it Could you just try to listen? Hang up, give up And for the life of us we cant get back A beautiful, magic love there What a sad, beautiful, tragic Beautiful, tragic, beautiful What we had, a beautiful magic love there What a sad, beautiful, tragic, love affair We had a beautiful magic love there What a sad, beautiful, tragic love affairYou might also like20",sadbeautifultragic,red,467,Sad Beautiful Tragic,Red,2012-10-22,12,6LKjHhOW1az75pCQ9XJJtF,spotify:track:6LKjHhOW1az75pCQ9XJJtF,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,35,283680
44,62,Red,BeginAgain,Begin Again,"Took a deep breath in the mirror He didnt like it when I wore high heels But I do Turn the lock and put my headphones on He always said he didnt get this song But I do, I do I walked in, expecting youd be late But you got here early and you stand and wave I walk to you You pull my chair out and help me in And you dont know how nice that is But I do And you throw your head back laughin like a little kid I think its strange that you think Im funny cause he never did Ive been spending the last eight months Thinkin all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again You said you never met one girl who Had as many James Taylor records as you But I do We tell stories and you dont know why Im comin off a little shy But I do But you throw your head back laughin like a little kid I think its strange that you think Im funny cause he never did Ive been spending the last eight months Thinkin all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again And we walked down the block to my car And I almost brought him up But you start to talk about the movies That your family watches every single Christmas And I wanna talk about that And for the first time, whats past is past You might also like Cause you throw your head back laughin like a little kid I think its strange that you think Im funny cause he never did Ive been spending the last eight months Thinkin all love ever does is break and burn and end But on a Wednesday, in a café, I watched it begin again Hmm, hmm But on a Wednesday, in a café, I watched it begin again40",beginagain,red,471,Begin Again,Red,2012-10-22,16,0L4YCNRfXAoTvdpWeH2RGj,spotify:track:0L4YCNRfXAoTvdpWeH2RGj,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,0.323,56,237613
45,63,Red,IKnewYouWereTrouble,I Knew You Were Trouble,"Once upon a time, a few mistakes ago I was in your sights, you got me alone You found me, you found me You found me-e-e-e-e I guess you didnt care, and I guess I liked that And when I fell hard, you took a step back Without me, without me Without me-e-e-e-e And hes long gone when hes next to me And I realize the blame is on me Cause I knew you were trouble when you walked in So shame on me now Flew me to places Id never been Til you put me down, oh I knew you were trouble when you walked in So shame on me now Flew me to places Id never been Now, Im lying on the cold, hard ground Oh, oh-oh Trouble, trouble, trouble Oh, oh-oh Trouble, trouble, trouble No apologies, hell never see you cry Pretends he doesnt know that hes the reason why Youre drowning, youre drowning Youre drowning-ing-ing-ing-ing And I heard you moved on from whispers on the street A new notch in your belt is all Ill ever be And now, I see, now, I see Now, I see-e-e-e-e You might also like He was long gone when he met me And I realize the joke is on me, yeah I knew you were trouble when you walked in (Oh) So shame on me now Flew me to places Id never been Til you put me down, oh I knew you were trouble when you walked in So shame on me now Flew me to places Id never been (Yeah) Now, Im lying on the cold, hard ground Oh, oh-oh Trouble, trouble, trouble (Yeah, trouble) Oh, oh-oh Trouble, trouble, trouble And the saddest fear Comes creeping in That you never loved me Or her, or anyone, or anything, yeah I knew you were trouble when you walked in So shame on me now Flew me to places Id never been (Never been) Til you put me down, oh I knew you were trouble when you walked in (Knew it right there) So shame on me now (Knew it right there) Flew me to places Id never been (Ooh) Now, Im lying on the cold, hard ground Oh, oh-oh Trouble, trouble, trouble (Oh) Oh, oh-oh Trouble, trouble, trouble I knew you were trouble when you walked in Trouble, trouble, trouble I knew you were trouble when you walked in Trouble, trouble, trouble 112",iknewyouweretrouble,red,459,I Knew You Were Trouble.,Red,2012-10-22,4,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,0.679,61,217973
46,64,Red,22,22,"It feels like a perfect night To dress up like hipsters And make fun of our exes Uh-uh, uh-uh It feels like a perfect night For breakfast at midnight To fall in love with strangers Uh-uh, uh-uh Yeah Were happy, free, confused and lonely at the same time Its miserable and magical, oh, yeah Tonights the night when we forget about the deadlines Its time, oh-oh I dont know about you But Im feeling twenty-two Everything will be alright if You keep me next to you You dont know about me But Ill bet you want to Everything will be alright if We just keep dancing like were Twenty-two, twenty-two It seems like one of those nights This place is too crowded Too many cool kids Uh-uh, uh-uh (Whos Taylor Swift, anyway? Ew) It seems like one of those nights We ditch the whole scene And end up dreamin Instead of sleeping Yeah Were happy, free, confused and lonely in the best way Its miserable and magical, oh, yeah Tonights the night when we forget about the heartbreaks Its time, oh-oh You might also like (Hey!) I dont know about you But Im feeling twenty-two Everything will be alright if (Ooh) You keep me next to you You dont know about me But Ill bet you want to Everything will be alright if (Alright) We just keep dancing like were Twenty-two (Oh-oh-oh-oh, oh), twenty-two (I dont know about you) Twenty-two, twenty-two (Ooh) It feels like one of those nights We ditch the whole scene It feels like one of those nights We wont be sleepin It feels like one of those nights You look like bad news I gotta have you I gotta have you (You) Woah, ooh, yeah, eh-yeah (Hey!) I dont know about you (I dont know about you) But Im feeling twenty-two Everything will be alright if (Ooh) You keep me next to you You dont know about me (You dont know about me) But Ill bet you want to Everything will be alright if We just keep dancing like were (Dancing like were twenty-two) Twenty-two (Woah-oh), twenty-two (Dancing like) Twenty-two (Yeah, yeah), twenty-two (Yeah, yeah, yeah) It feels like one of those nights (Twenty-two) We ditch the whole scene It feels like one of those nights (Twenty-two) We wont be sleeping It feels like one of those nights (Twenty-two) You look like bad news I gotta have you I gotta have you90",22,red,461,22,Red,2012-10-22,6,2ULNeSomDxVNmdDy8VxEBU,spotify:track:2ULNeSomDxVNmdDy8VxEBU,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,53,230133
47,67,1989,BadBlood,Bad Blood,"Cause baby, now weve got bad blood You know it used to be mad love So take a look what youve done Cause baby, now weve got bad blood, hey! Now weve got problems And I dont think we can solve em You made a really deep cut And baby, now weve got bad blood, hey! Did you have to do this? I was thinking that you could be trusted Did you have to ruin what was shiny? Now its all rusted Did you have to hit me where Im weak? Baby, I couldnt breathe And rub it in so deep Salt in the wound like youre laughing right at me Oh, its so sad to Think about the good times You and I Cause baby, now weve got bad blood You know it used to be mad love So take a look what youve done Cause baby, now weve got bad blood, hey! Now weve got problems And I dont think we can solve em You made a really deep cut And baby, now weve got bad blood, hey! Did you think wed be fine? Still got scars on my back from your knives So dont think its in the past These kinds of wounds, they last and they last Now, did you think it all through? All these things will catch up to you And time can heal, but this wont So if youre coming my way Just dont You might also like Oh, its so sad to Think about the good times You and I Cause baby, now weve got bad blood You know it used to be mad love So take a look what youve done Cause baby, now weve got bad blood, hey! Now weve got problems And I dont think we can solve em You made a really deep cut And baby, now weve got bad blood, hey! Band-aids dont fix bullet holes You say sorry just for show If you live like that, you live with ghosts Band-aids dont fix bullet holes You say sorry just for show If you live like that, you live with ghosts If you love like that, blood runs cold Cause baby, now weve got bad blood You know it used to be mad love So take a look what youve done Cause baby, now weve got bad blood, hey! Now weve got problems And I dont think we can solve em (Think we can solve em) You made a really deep cut And baby, now weve got bad blood, hey! Cause baby, now weve got bad blood You know it used to be mad love So take a look what youve done (Look what youve done) Cause baby, now weve got bad blood, hey! Now weve got problems And I dont think we can solve em You made a really deep cut And baby, now weve got bad blood, hey!370",badblood,1989,428,Bad Blood,1989,2014-01-01,8,0TvQLMecTE8utzoNmvXRbK,spotify:track:0TvQLMecTE8utzoNmvXRbK,0.0871,0.652,0.802,6.45e-06,0.148,-6.114,0.181,170.157,0.295,71,211933
48,68,1989,BlankSpace,Blank Space,"Nice to meet you, where you been? I could show you incredible things Magic, madness, heaven, sin Saw you there and I thought Oh, my God, look at that face You look like my next mistake Loves a game, wanna play? Ayy New money, suit and tie I can read you like a magazine Aint it funny? Rumors fly And I know you heard about me So, hey, lets be friends Im dying to see how this one ends Grab your passport and my hand I can make the bad guys good for a weekend So, its gonna be forever Or its gonna go down in flames? You can tell me when its over, mm If the high was worth the pain Got a long list of ex-lovers Theyll tell you Im insane Cause you know I love the players And you love the game Cause were young and were reckless Well take this way too far Itll leave you breathless, mm Or with a nasty scar Got a long list of ex-lovers Theyll tell you Im insane But Ive got a blank space, baby And Ill write your name Cherry lips, crystal skies I could show you incredible things Stolen kisses, pretty lies Youre the king, baby, Im your queen Find out what you want Be that girl for a month Wait, the worst is yet to come, oh, no Screaming, crying, perfect storms I can make all the tables turn Rose garden filled with thorns Keep you second guessing, like Oh, my God, who is she? I get drunk on jealousy But youll come back each time you leave Cause, darling, Im a nightmare dressed like a daydream You might also like So, its gonna be forever Or its gonna go down in flames? You can tell me when its over, mm If the high was worth the pain Got a long list of ex-lovers Theyll tell you Im insane Cause you know I love the players And you love the game Cause were young and were reckless (Oh) Well take this way too far Itll leave you breathless (Oh-oh), mm Or with a nasty scar Got a long list of ex-lovers Theyll tell you Im insane (Insane) But Ive got a blank space, baby And Ill write your name Boys only want love if its torture Dont say I didnt, say I didnt warn ya Boys only want love if its torture Dont say I didnt, say I didnt warn ya So, its gonna be forever Or its gonna go down in flames? You can tell me when its over (Over), mm If the high was worth the pain Got a long list of ex-lovers Theyll tell you Im insane (Im insane) Cause you know I love the players And you love the game (And you love the game) Cause were young and were reckless (Yeah) Well take this way too far (Ooh) Itll leave you breathless, mm Or with a nasty scar (With a nasty scar) Got a long list of ex-lovers Theyll tell you Im insane But Ive got a blank space, baby And Ill write your name1K",blankspace,1989,422,Blank Space,1989,2014-01-01,2,2ls70nUDfjzm1lSRDuKxmw,spotify:track:2ls70nUDfjzm1lSRDuKxmw,0.085,0.752,0.678,1.64e-06,0.13,-5.421,0.0646,96.009,0.583,60,231826
49,69,1989,IKnowPlaces,I Know Places,"I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I (I, I, I, I) You stand with your hand on my waistline Its a scene and were out here in plain sight I can hear them whisper as we pass by Its a bad sign, bad sign Something happens when everybody finds out See the vultures circling, dark clouds Loves a fragile little flame, it could burn out It could burn out Cause they got the cages, they got the boxes and guns They are the hunters, we are the foxes and we run Baby, I know places we wont be found And theyll be chasing their tails trying to track us down Cause I, I know places we can hide I know places, I know places Lights flash and well run for the fences Let them say what they want, we wont hear it Loose lips sink ships all the damn time Not this time Just grab my hand and dont ever drop it, my love They are the hunters, we are the foxes, and we run Baby, I know places we wont be found And theyll be chasing their tails trying to track us down Cause I, I know places we can hide I know places You might also like They are the hunters, we are the foxes, and we run Just grab my hand and dont ever drop it, my love Baby, I know places we wont be found And theyll be chasing their tails trying to track us down Cause I, I know places we can hide I know places They take their shots, but were bulletproof (I know places) And you know for me, its always you (I know places) In the dead of night, your eyes so green (I know places) And I know for you, its always me (I know places) I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I 113",iknowplaces,1989,432,I Know Places,1989,2014-01-01,12,6Ck9WerfsyvC4v4AylUoDp,spotify:track:6Ck9WerfsyvC4v4AylUoDp,0.231,0.595,0.763,0.0,0.2,-4.991,0.0661,159.959,0.507,43,195706
50,70,1989,ThisLove,This Love,"Clear blue water High tide came and brought you in And I could go on and on, on and on and I will Skies grew darker Currents swept you out again And you were just gone and gone, gone and gone In silent screams and wildest dreams I never dreamed of this This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh Oh-oh, oh-oh, oh Tossing, turning Struggled through the night with someone new Baby, I could go on and on, on and on Lantern, burning Flickered in my mind, only you But you were still gone, gone, gone Been losing grip on sinking ships You showed up just in time This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh This love left a permanent mark This love is glowing in the dark, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh You might also like (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love) Your kiss, my cheek, I watched you leave Your smile, my ghost, I fell to my knees When youre young, you just run But you come back to what you need This love is good, this love is bad This love is alive back from the dead, oh-oh, oh These hands had to let it go free, and This love came back to me, oh-oh, oh (This love) This love left a permanent mark (This love) This love is glowing in the dark, oh-oh, oh (This love) These hands had to let it go free, and (This love) This love came back to me, oh-oh, oh (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love, oh-oh, oh) (This love, this love, this love, this love) This love, this love came back to me, oh-oh, oh90",thislove,1989,431,This Love,1989,2014-01-01,11,7lTxQZVXlvIX7Z3szSy8Sh,spotify:track:7lTxQZVXlvIX7Z3szSy8Sh,0.635,0.485,0.459,0.0,0.101,-8.768,0.0337,71.981,0.0858,42,250093
51,71,1989,OutOfTheWoods,Out Of The Woods,"Looking at it now It all seems so simple We were lying on your couch I remember You took a Polaroid of us Then discovered (Then discovered) The rest of the world was black and white But we were in screaming color And I remember thinking Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet, in the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet, in the clear yet? Good (Are we out of the woods?) Looking at it now Last December (Last December) We were built to fall apart Then fall back together (Back together) Ooh, your necklace hanging from my neck The night we couldnt quite forget When we decided, we decided To move the furniture so we could dance Baby, like we stood a chance Two paper airplanes flying, flying, flying And I remember thinking Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet, in the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? (Oh) Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet, in the clear yet? Good (Are we out of the woods?) You might also like Remember when you hit the brakes too soon? Twenty stitches in the hospital room When you started crying, baby, I did too But when the sun came up, I was looking at you Remember when we couldnt take the heat? I walked out, I said, Im setting you free But the monsters turned out to be just trees When the sun came up, you were looking at me You were looking at me, ooh You were looking at me (Are we out of the woods yet? Are we out of the woods yet?) (Are we out of the woods yet? Are we out of the woods?) I remember (Are we in the clear yet? Are we in the clear yet?) (Are we in the clear yet, in the clear yet? Good) Oh, I remember Are we out of the woods yet? Are we out of the woods yet? (Yeah, yeah) Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? (Say, are we?) Are we in the clear yet, in the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? (Yeah) Are we in the clear yet? (Yeah) Are we in the clear yet, in the clear yet? Good (Clear yet? Good) Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet, in the clear yet? Good (Do you remember?) Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet, in the clear yet? Good166",outofthewoods,1989,424,Out Of The Woods,1989,2014-01-01,4,7EpVQjqtKygiwJIASxMWNg,spotify:track:7EpVQjqtKygiwJIASxMWNg,0.00103,0.552,0.841,1.23e-05,0.337,-6.938,0.0372,91.993,0.342,46,235800
52,72,1989,WildestDreams,Wildest Dreams,"He said, Lets get out of this town Drive out of the city, away from the crowds I thought, Heaven cant help me now Nothing lasts forever But this is gonna take me down Hes so tall and handsome as hell Hes so bad, but he does it so well I can see the end as it begins My one condition is Say youll remember me Standin in a nice dress Starin at the sunset, babe Red lips and rosy cheeks Say youll see me again Even if its just in your Wildest dreams, ah, ha Wildest dreams, ah, ha I said, No one has to know what we do His hands are in my hair, his clothes are in my room And his voice is a familiar sound Nothin lasts forever But this is gettin good now Hes so tall and handsome as hell Hes so bad, but he does it so well And when weve had our very last kiss My last request is Say youll remember me Standin in a nice dress Starin at the sunset, babe Red lips and rosy cheeks Say youll see me again Even if its just in your Wildest dreams, ah, ha Wildest dreams, ah, ha You might also like Youll see me in hindsight Tangled up with you all night Burnin it down Someday, when you leave me I bet these memories Follow you around Youll see me in hindsight Tangled up with you all night Burnin (Burnin) it (It) down (Down) Someday, when you leave me I bet these memories Follow (Follow) you (You) around (Follow you around) Say youll remember me Standing in a nice dress Starin at the sunset, babe Red lips and rosy cheeks Say youll see me again Even if its just pretend Say youll remember me Standin in a nice dress Starin at the sunset, babe Red lips and rosy cheeks Say youll see me again Even if its just in your (Just pretend, just pretend) Wildest dreams, ah, ha (Ah) In your wildest dreams, ah, ha Even if its just in your In your wildest dreams, ah, ha In your wildest dreams, ah, ha277",wildestdreams,1989,429,Wildest Dreams,1989,2014-01-01,9,3fVnlF4pGqWI9flVENcT28,spotify:track:3fVnlF4pGqWI9flVENcT28,0.0709,0.553,0.664,0.0056,0.106,-7.417,0.0741,140.06,0.467,75,220440
53,73,1989,WelcometoNewYork,Welcome to New York,"Walking through a crowd, the village is aglow Kaleidoscope of loud heartbeats under coats Everybody here wanted something more Searching for a sound we hadnt heard before And it said Welcome to New York, its been waiting for you Welcome to New York, welcome to New York Welcome to New York, its been waiting for you Welcome to New York, welcome to New York Its a new soundtrack, I could dance to this beat, beat, forevermore The lights are so bright but they never blind me, me Welcome to New York, its been waiting for you Welcome to New York, welcome to New York When we first dropped our bags on apartment floors Took our broken hearts, put them in a drawer Everybody here was someone else before And you can want who you want Boys and boys and girls and girls Welcome to New York, its been waiting for you Welcome to New York, welcome to New York Welcome to New York, its been waiting for you Welcome to New York, welcome to New York Its a new soundtrack, I could dance to this beat, beat, forevermore The lights are so bright, but they never blind me, me Welcome to New York (New York), its been waiting for you Welcome to New York, welcome to New York Like any great love, it keeps you guessing Like any real love, its ever-changing Like any true love, it drives you crazy But you know you wouldnt change anything, anything, anything Welcome to New York, its been waiting for you Welcome to New York, welcome to New York Welcome to New York, its been waiting for you Welcome to New York, welcome to New York Its a new soundtrack, I could dance to this beat The lights are so bright, but they never blind me Welcome to New York (New soundtrack) Its been waiting for you Welcome to New York The lights are so bright but they never blind me Welcome to New York So bright, they never blind me Welcome to New York Welcome to New YorkYou might also like104",welcometonewyork,1989,421,Welcome To New York,1989,2014-01-01,1,10nqz67NQWWa7XPq7ycihi,spotify:track:10nqz67NQWWa7XPq7ycihi,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.023,0.615,59,212600
54,74,1989,AllYouHadtoDoWasStay,All You Had to Do Was Stay,"(Hey, hey, hey) (Hey, hey, hey) (Hey, hey, hey) (Hey, hey, hey) People like you always want back The love they gave away And people like me wanna believe you When you say youve changed The more I think about it now The less I know All I know is that you drove us Off the road (Stay) Hey, all you had to do was stay Had me in the palm of your hand, then Whyd you have to go and lock me out when I let you in? (Stay) Hey, now you say you want it back Now that its just too late Well, couldve been easy All you had to do was (Stay) All you had to do was (Stay) All you had to do was (Stay) All you had to do was (Stay) All you had to do was stay Here you are now, calling me up But I dont know what to say Ive been picking up the pieces Of the mess you made People like you always want back The love they pushed aside But people like me are gone forever When you say goodbye (Stay) Hey, all you had to do was stay Had me in the palm of your hand, then Whyd you have to go and lock me out when I let you in? (Stay) Hey, now you say you want it back Now that its just too late Well, couldve been easy All you had to do was (Stay) You might also like All you had to do was (Stay) All you had to do was (Stay) All you had to do was (Stay, stay, stay, stay, stay) Let me remind you This was what you wanted (Oh, oh, oh-oh-oh) You ended it You were all I wanted (Oh, oh, oh-oh-oh) But not like this Not like this Not like this Oh, all you had to do was... (Stay) Hey, all you had to do was stay Had me in the palm of your hand, then Whyd you want to go and lock me out when I let you in? (Stay) Hey, now you say you want it back Now that its just too late Well, couldve been easy All you had to do was... (Stay) Hey, all you had to do was stay Had me in the palm of your hand, then Whyd you have to go and lock me out when I let you in? (Stay) Hey, now you say you want it back Now that its just too late Well, couldve been easy (All you had to do was stay) All you had to do was (Stay) All you had to do was (Stay) (Oh) All you had to do was (Stay) All you had to do was (Stay) (Ooh) All you had to do was (Stay)193",allyouhadtodowasstay,1989,425,All You Had To Do Was Stay,1989,2014-01-01,5,4NNolUeL5m2ju7kf8pdg6H,spotify:track:4NNolUeL5m2ju7kf8pdg6H,0.00196,0.602,0.735,4.77e-05,0.105,-5.778,0.0337,96.969,0.472,53,193293
55,75,1989,ShakeItOff,Shake It Off,"I stay out too late Got nothin in my brain Thats what people say, mmm-mmm Thats what people say, mmm-mmm I go on too many dates (Haha) But I cant make them stay At least thats what people say, mmm-mmm Thats what people say, mmm-mmm But I keep cruisin Cant stop, wont stop movin Its like I got this music in my mind Sayin, Its gonna be alright Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, Im just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, Im just gonna shake, shake, shake, shake, shake I shake it off, I shake it off I never miss a beat Im lightnin on my feet And thats what they dont see, mmm-mmm Thats what they dont see, mmm-mmm Im dancin on my own (Dancin on my own) I make the moves up as I go (Moves up as I go) And thats what they dont know, mmm-mmm Thats what they dont know, mmm-mmm But I keep cruisin Cant stop, wont stop groovin Its like I got this music in my mind Sayin, Its gonna be alright You might also like Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate Baby, Im just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Heartbreakers gonna break, break, break, break, break And the fakers gonna fake, fake, fake, fake, fake Baby, Im just gonna shake, shake, shake, shake, shake I shake it off, I shake it off Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off Hey, hey, hey Just think, while youve been gettin down and out about the liars And the dirty, dirty cheats of the world You couldve been gettin down To this sick beat My ex-man brought his new girlfriend Shes like, Oh my God! But Im just gonna shake And to the fella over there with the hella good hair Wont you come on over, baby? We can shake, shake, shake Yeah, oh, oh, oh Cause the players gonna play, play, play, play, play And the haters gonna hate, hate, hate, hate, hate (Haters gonna hate) Baby, Im just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (Ha!) Heartbreakers gonna break, break, break, break, break (Mmm) And the fakers gonna fake, fake, fake, fake, fake (And fake, and fake, and fake) Baby, Im just gonna shake, shake, shake, shake, shake I shake it off, I shake it off (I, I, I) Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off Shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off (Yeah!) Shake it off, I shake it off I, I, I shake it off, I shake it off (You got to) I, I, I shake it off, I shake it off I, I, I shake it off, I shake it off 233",shakeitoff,1989,426,Shake It Off,1989,2014-01-01,6,1kKlhuQE0HXp1IwBRpaH2P,spotify:track:1kKlhuQE0HXp1IwBRpaH2P,0.0561,0.648,0.785,0.0,0.148,-5.414,0.165,160.02,0.943,53,219200
56,76,1989,Style,Style,"Midnight You come and pick me up, no headlights A long drive Could end in burning flames or paradise Fade into view, oh Its been a while since I have even heard from you (Heard from you) And I should just tell you to leave Cause I know exactly where it leads But I watch us go round and round each time You got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down, we come back every time Cause we never go out of style, we never go out of style You got that long hair, slicked back, white t-shirt And I got that good girl faith and a tight little skirt And when we go crashing down, we come back every time Cause we never go out of style, we never go out of style So it goes He cant keep his wild eyes on the road, mmm Takes me home The lights are off, hes taking off his coat, mmm, yeah I say, I heard, oh That youve been out and about with some other girl Some other girl He says, What you heard is true But I cant stop thinking bout you and I I said, Ive been there too a few times Cause you got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down, we come back every time Cause we never go out of style, we never go out of style You got that long hair, slicked back, white t-shirt And I got that good girl faith and a tight little skirt (A tight little skirt) And when we go crashing down, we come back every time Cause we never go out of style (We never go, we never go) We never go out of style You might also like Take me home (Ah-ah-ah-ah-ah) Just take me home (Ah-ah-ah-ah-ah) Yeah, just take me home (Ah-ah-ah-ah-ah) Oh-oh, woah-oh, oh (Out of style) Oh, you got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down (And when we go) We come back every time Cause we never go out of style, we never go out of style1K",style,1989,423,Style,1989,2014-01-01,3,71PmZqBXH0RUETqxpwlV0w,spotify:track:71PmZqBXH0RUETqxpwlV0w,0.00256,0.598,0.786,0.00143,0.117,-5.572,0.0382,95.021,0.456,56,231000
57,78,1989,IWishYouWould,I Wish You Would,"Its 2 AM in your car Windows down, you pass my street, the memories start You say its in the past, you drive straight ahead Youre thinking that I hate you now Cause you still dont know what I never said I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that Id never forget you as long as I live, and I Wish you were right here, right now, its all good I wish you would Its 2 AM in my room Headlights pass the window pane I think of you Were a crooked love in a straight line down Makes you want to run and hide But it makes you turn right back around I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that Id never forget you as long as I live, and I Wish you were right here, right now, its all good I wish you would I wish we could go back And remember what we were fighting for, and I Wish you knew that I miss you too much to be mad anymore, and I Wish you were right here, right now, its all good I wish you would I, I, I, I, I, I wish I, wish I I, I, I, I, I, I wish I, wish I I, I, I, I, I, I wish I, wish I You might also like You always knew how to push my buttons You give me everything and nothing This mad, mad love makes you come running To stand back where you stood I wish you would, I wish you would (I wish you would, I wish you would) I wish you would, I wish you would (I wish you would, I wish you would) (I wish, I wish, I) 2 AM, here we are See your face, hear my voice in the dark Were a crooked love in a straight line down Makes you wanna run and hide But it made us turn right back around I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that Id never forget you as long as I live, and I Wish you were right here, right now, its all good I wish you would I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that Id never forget you as long as I live, and I Wish you were right here, right now, its all good I wish you would I wish we could go back And remember what we were fighting for, and I Wish you knew that I miss you too much to be mad anymore, and I Wish you were right here, right now, its all good I wish you would (I, I, I, I, I, I wish I, wish I) You always knew how to push my buttons You give me everything and nothing This mad, mad love makes you come running To stand back where you stood I wish you would, I wish you would (I wish you would, I wish you would) I wish you would, I wish you would (I wish you would, I wish you would, I wish you would) (I, I, I, I, I, I wish I, wish I) I, I, I, I, I, I wish I, wish I I, I, I, I, I, I wish I, wish I I wish you would81",iwishyouwould,1989,427,I Wish You Would,1989,2014-01-01,7,5RVJ6VKfwtosA5Q1qeHdjF,spotify:track:5RVJ6VKfwtosA5Q1qeHdjF,0.016,0.649,0.898,9.9e-05,0.109,-5.963,0.0511,118.027,0.503,42,207440
