,Unnamed: 0_album,Album,Song_Name,Formatted_name,lyrics,song_clean,album_clean,Unnamed: 0_spotify,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
73,102,Lover,CorneliaStreet,CorneliaStreet,"We were in the backseat Drunk on something stronger than the drinks in the bar I rent a place on Cornelia Street I say casually in the car We were a fresh page on the desk Filling in the blanks as we go As if the street lights pointed in an arrow head Leading us home And I hope I never lose you, hope it never ends Id never walk Cornelia Street again Thats the kinda heartbreak time could never mend Id never walk Cornelia Street again And baby, I get mystified by how this city screams your name And baby, Im so terrified of if you ever walk away Id never walk Cornelia Street again Id never walk Cornelia Street again Windows flung right open, autumn air Jacket round my shoulders is yours We bless the rains on Cornelia Street Memorize the creaks in the floor Back when we were card sharks, playing games I thought you were leading me on I packed my bags, left Cornelia Street Before you even knew I was gone But then you called, showed your hand I turned around before I hit the tunnel Sat on the roof, you and I I hope I never lose you, hope it never ends Id never walk Cornelia Street again Thats the kinda heartbreak time could never mend Id never walk Cornelia Street again And baby, I get mystified by how this city screams your name (City screams your name) And baby, Im so terrified of if you ever walk away Id never walk Cornelia Street again Id never walk Cornelia Street again You hold my hand on the street Walk me back to that apartment Years ago, we were just inside Barefoot in the kitchen Sacred new beginnings That became my religion, listen You might also like I hope I never lose you Id never walk Cornelia Street again Oh, never again And baby, I get mystified by how this city screams your name (City screams your name) And baby, Im so terrified of if you ever walk away Id never walk Cornelia Street again Id never walk Cornelia Street again I dont wanna lose you (Hope it never ends) Id never walk Cornelia Street again I dont wanna lose you (Yeah) I rent a place on Cornelia Street I say casually in the car59",corneliastreet,lover,331,Cornelia Street,Lover,2019-08-23,9,12M5uqx0ZuwkpLp5rJim1a,spotify:track:12M5uqx0ZuwkpLp5rJim1a,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,74,287266
74,103,Lover,YouNeedToCalmDown,You Need To Calm Down,"You are somebody that I dont know But youre takin shots at me like its Patrón And Im just like, damn, its 7 AM Say it in the street, thats a knock-out But you say it in a Tweet, thats a cop-out And Im just like, Hey, are you okay? And I aint tryna mess with your self-expression But Ive learned a lesson that stressin and obsessin bout somebody else is no fun And snakes and stones never broke my bones So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down, youre being too loud And Im just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop, like can you just not step on my gown? You need to calm down You are somebody that we dont know But youre comin at my friends like a missile Why are you mad when you could be GLAAD? (You could be GLAAD) Sunshine on the street at the parade But you would rather be in the dark ages Makin that sign mustve taken all night You just need to take several seats and then try to restore the peace And control your urges to scream about all the people you hate Cause shade never made anybody less gay So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down, youre being too loud And Im just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop, like can you just not step on his gown? You need to calm down You might also like And we see you over there on the internet Comparing all the girls who are killing it But we figured you out We all know now we all got crowns You need to calm down Oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down (You need to calm down) Youre being too loud (Youre being too loud) And Im just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh) You need to just stop (Can you stop?) Like can you just not step on our gowns? You need to calm down123",youneedtocalmdown,lover,336,You Need To Calm Down,Lover,2019-08-23,14,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.00929,0.771,0.671,0.0,0.0637,-5.617,0.0553,85.026,0.714,80,171360
75,104,Lover,TheMan,The Man,"I would be complex, I would be cool Theyd say I played the field before I found someone to commit to And that would be okay for me to do Every conquest I had made would make me more of a boss to you Id be a fearless leader, Id be an alpha type When everyone believes ya, whats that like? Im so sick of running as fast as I can Wonderin if Id get there quicker if I was a man And Im so sick of them comin at me again Cause if I was a man, then Id be the man Id be the man (Man) Id be the man (Man) Theyd say I hustled, put in the work They wouldnt shake their heads and question how much of this I deserve What I was wearing, if I was rude Could all be separated from my good ideas and power moves And they would toast to me, oh (Ayy), let the players play Id be just like Leo in Saint-Tropez Im so sick of running as fast as I can Wonderin if Id get there quicker if I was a man And Im so sick of them comin at me again Cause if I was a man, then Id be the man Id be the man (Man) Id be the man (Man) Whats it like to brag about raking in dollars And getting bitches and models? And its all good if youre bad And its okay if youre mad If I was out flashin my dollars Id be a bitch, not a baller Theyd paint me out to be bad So its okay that Im mad You might also like Im so sick of running as fast as I can Wonderin if Id get there quicker if I was a man (You know that) And Im so sick of them comin at me again (Comin at me again) Cause if I was a man (If I was a man), then Id be the man (Then Id be the man) Im so sick of running as fast as I can (As fast as I can) Wonderin if Id get there quicker if I was a man (Hey) And Im so sick of them comin at me again (Comin at me again) Cause if I was a man (If I was a man), then Id be the man Id be the man (Man) Id be the man (Man, oh) Id be the man (Man, yeah) Id be the man (Man, Id be the man) If I was a man Then Id be the man81",theman,lover,326,The Man,Lover,2019-08-23,4,3RauEVgRgj1IuWdJ9fDs70,spotify:track:3RauEVgRgj1IuWdJ9fDs70,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,110.048,0.633,81,190360
76,105,Lover,Lover,Lover,"We could leave the Christmas lights up til January And this is our place, we make the rules And theres a dazzling haze, a mysterious way about you, dear Have I known you twenty seconds or twenty years? Can I go where you go? Can we always be this close? Forever and ever, ah Take me out and take me home Youre my, my, my, my lover We could let our friends crash in the living room This is our place, we make the call And Im highly suspicious that everyone who sees you wants you Ive loved you three summers now, honey, but I want em all Can I go where you go? Can we always be this close? Forever and ever, ah Take me out and take me home (Forever and ever) Youre my, my, my, my lover Ladies and gentlemen, will you please stand? With every guitar string scar on my hand I take this magnetic force of a man to be my lover My hearts been borrowed and yours has been blue Alls well that ends well to end up with you Swear to be overdramatic and true to my lover And youll save all your dirtiest jokes for me And at every table, Ill save you a seat, lover Can I go where you go? Can we always be this close? Forever and ever, ah Take me out and take me home (Forever and ever) Youre my, my, my, my Oh, youre my, my, my, my Darling, youre my, my, my, my loverYou might also like132",lover,lover,325,Lover,Lover,2019-08-23,3,1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.492,0.359,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,0.453,86,221306
77,106,Lover,TheArcher,The Archer,"Combat, Im ready for combat I say I dont want that, but what if I do? Cause cruelty wins in the movies Ive got a hundred thrown-out speeches I almost said to you Easy they come, easy they go I jump from the train, I ride off alone I never grew up, its getting so old Help me hold on to you Ive been the archer, Ive been the prey Who could ever leave me, darling But who could stay? Dark side, I search for your dark side But what if Im alright, right, right, right here? And I cut off my nose just to spite my face Then I hate my reflection for years and years I wake in the night, I pace like a ghost The room is on fire, invisible smoke And all of my heroes die all alone Help me hold on to you Ive been the archer, Ive been the prey Screaming, who could ever leave me, darling But who could stay? (I see right through me, I see right through me) Cause they see right through me They see right through me They see right through Can you see right through me? They see right through They see right through me I see right through me I see right through me You might also like All the kings horses, all the kings men Couldnt put me together again Cause all of my enemies started out friends Help me hold on to you Ive been the archer, Ive been the prey Who could ever leave me, darling But who could stay? (I see right through me, I see right through me) Who could stay? Who could stay? Who could stay? You could stay You could stay Combat, Im ready for combat76",thearcher,lover,327,The Archer,Lover,2019-08-23,5,3pHkh7d0lzM2AldUtz2x37,spotify:track:3pHkh7d0lzM2AldUtz2x37,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,75,211240
78,107,Lover,DeathbyaThousandCuts,DeathbyaThousandCuts,"My, my, my, my My, my, my, my My, my, my, my My, my, my, my My, my, my, my My, my, my, my My, my, my, my My, my, my, my Saying goodbye is death by a thousand cuts Flashbacks waking me up I get drunk, but its not enough Cause the morning comes and youre not my baby I look through the windows of this love Even though we boarded them up Chandeliers still flickering here Cause I cant pretend its okay when its not Its death by a thousand cuts I dress to kill my time, I take the long way home I ask the traffic lights if itll be alright They say, I dont know And what once was ours is no ones now I see you everywhere, the only thing we share Is this small town You said it was a great love, one for the ages But if the storys over, why am I still writing pages? Cause saying goodbye is death by a thousand cuts Flashbacks waking me up I get drunk, but its not enough Cause the morning comes and youre not my baby I look through the windows of this love Even though we boarded them up Chandeliers still flickering here Cause I cant pretend its okay when its not Its death by a thousand cuts My heart, my hips, my body, my love Tryna find a part of me that you didnt touch Gave up on me like I was a bad drug Now Im searching for signs in a haunted club Our songs, our films, united we stand Our country, guess it was a lawless land Quiet my fears with the touch of your hand Paper cut stings from our paper-thin plans My time, my wine, my spirit, my trust Tryna find a part of me you didnt take up Gave you too much, but it wasnt enough But Ill be alright, its just a thousand cuts You might also like I get drunk, but its not enough Cause youre not my baby I look through the windows of this love Even though we boarded them up Chandeliers still flickering here Cause I cant pretend its okay when its not No, its not Its death by a thousand cuts (You didnt touch) Tryna find a part of me that you didnt touch My body, my love, my trust (Its death by a thousand cuts) But it wasnt enough, it wasnt enough, no, no I take the long way home I ask the traffic lights if itll be alright They say, I dont know76",deathbyathousandcuts,lover,332,Death By A Thousand Cuts,Lover,2019-08-23,10,2dgFqt3w9xIQRjhPtwNk3D,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,0.454,0.712,0.732,0.0,0.319,-6.754,0.0629,94.071,0.313,72,198533
79,108,Lover,PaperRings,Paper Rings,"The moon is high Like your friends were the night that we first met Went home and tried to stalk you on the internet Now Ive read all of the books beside your bed The wine is cold Like the shoulder that I gave you in the street Cat and mouse for a month or two or three Now I wake up in the night and watch you breathe (Ayy) Kiss me once cause you know I had a long night (Oh) Kiss me twice cause its gonna be alright (Uh) Three times cause I waited my whole life (1, 2, 1, 2, 3, 4) I like shiny things, but Id marry you with paper rings Uh huh, thats right Darling, youre the one I want, and I hate accidents except when we went from friends to this Uh huh, thats right Darling, youre the one I want In paper rings, in picture frames, in dirty dreams Oh, youre the one I want In the winter, in the icy outdoor pool When you jumped in first, I went in too Im with you even if it makes me blue Which takes me back To the color that we painted your brothers wall Honey, without all the exes, fights, and flaws We wouldnt be standing here so tall, so (Ayy) Kiss you once cause I know you had a long night (Oh) Kiss you twice cause its gonna be alright (Uh) Three times cause you waited your whole life (1, 2, 1, 2, 3, 4) Ah You might also like I like shiny things, but Id marry you with paper rings Uh huh, thats right Darling, youre the one I want, and I hate accidents except when we went from friends to this Uh huh, thats right Darling, youre the one I want In paper rings, in picture frames, in dirty dreams Oh, youre the one I want I want to drive away with you I want your complications too I want your dreary Mondays Wrap your arms around me, baby boy I want to drive away with you I want your complications too I want your dreary Mondays Wrap your arms around me, baby boy Uh huh I like shiny things, but Id marry you with paper rings Ah-ah, thats right, youre the one I want I hate accidents except when we went from friends to this Ah-ah, darling, youre the one I want I like shiny things, but Id marry you with paper rings Uh huh, thats right Darling, youre the one I want, and I hate accidents except when we went from friends to this Uh huh, thats right Darling, youre the one I want In paper rings, in picture frames, in all my dreams Youre the one I want In paper rings, in picture frames, in all my dreams Oh, youre the one I want Youre the one I want, one I want Youre the one I want, one I want62",paperrings,lover,330,Paper Rings,Lover,2019-08-23,8,4y5bvROuBDPr5fuwXbIBZR,spotify:track:4y5bvROuBDPr5fuwXbIBZR,0.0129,0.811,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865,78,222400
80,109,Lover,Afterglow,Afterglow,"I blew things out of proportion, now youre blue Put you in jail for something you didnt do I pinned your hands behind your back, oh Thought I had reason to attack, but no Fighting with a true love is boxing with no gloves Chemistry til it blows up, til theres no us Whyd I have to break what I love so much? Its on your face, and Im to blame, I need to say Hey, its all me, in my head Im the one who burned us down But its not what I meant Sorry that I hurt you I dont wanna do, I dont wanna do this to you (Ooh) I dont wanna lose, I dont wanna lose this with you (Ooh) I need to say, hey, its all me, just dont go Meet me in the afterglow Its so excruciating to see you low Just wanna lift you up and not let you go This ultraviolet morning light below Tells me this love is worth the fight, oh I lived like an island, punished you with silence Went off like sirens, just crying Whyd I have to break what I love so much? Its on your face, dont walk away, I need to say Hey, its all me, in my head Im the one who burned us down But its not what I meant Im sorry that I hurt you I dont wanna do, I dont wanna do this to you (Ooh) I dont wanna lose, I dont wanna lose this with you (Ooh) I need to say, hey, its all me, just dont go Meet me in the afterglow You might also like Tell me that youre still mine Tell me that well be just fine Even when I lose my mind I need to say Tell me that its not my fault Tell me that Im all you want Even when I break your heart I need to say Hey, its all me, in my head Im the one who burned us down But its not what I meant Sorry that I hurt you I dont wanna do, I dont wanna do this to you (Ooh) I dont wanna lose, I dont wanna lose this with you (Ooh) I need to say, hey, its all me, just dont go Meet me in the afterglow66",afterglow,lover,337,Afterglow,Lover,2019-08-23,15,1SymEzIT3H8UZfibCs3TYi,spotify:track:1SymEzIT3H8UZfibCs3TYi,0.13,0.756,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,74,223293
81,111,Lover,IForgotThatYouExisted,I Forgot That You Existed,"How many days did I spend thinking Bout how you did me wrong, wrong, wrong? Lived in the shade you were throwing Til all of my sunshine was gone, gone, gone And I couldnt get away from ya In my feelings more than Drake, so yeah Your name on my lips, tongue-tied Free rent, living in my mind But then something happened one magical night I forgot that you existed And I thought that it would kill me, but it didnt And it was so nice So peaceful and quiet I forgot that you existed It isnt love, it isnt hate, its just indifference I forgot that you Got out some popcorn As soon as my rep started going down, down, down Laughed on the school yard As soon as I tripped up and hit the ground, ground, ground And I wouldve stuck around for ya Wouldve fought the whole town, so yeah Wouldve been right there, front row Even if nobody came to your show But you showed who you are, then one magical night I forgot that you existed And I thought that it would kill me, but it didnt And it was so nice So peaceful and quiet I forgot that you existed It isnt love, it isnt hate, its just indifference I forgot that you You might also like Sent me a clear message Taught me some hard lessons I just forget what they were Its all just a blur I forgot that you existed And I thought that it would kill me, but it didnt And it was so nice So peaceful and quiet I forgot that you existed I did, I did, I did It isnt hate, its just indifference It isnt love, it isnt hate, its just indifference So, yeah59",iforgotthatyouexisted,lover,323,I Forgot That You Existed,Lover,2019-08-23,1,43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,0.541,71,170640
82,112,Lover,Daylight,Daylight,"My love was as cruel as the cities I lived in Everyone looked worse in the light There are so many lines that Ive crossed unforgiven Ill tell you the truth, but never goodbye I dont wanna look at anything else now that I saw you I dont wanna think of anything else now that I thought of you Ive been sleeping so long in a 20-year dark night And now I see daylight, I only see daylight Luck of the draw only draws the unlucky And so I became the butt of the joke I wounded the good and I trusted the wicked Clearing the air, I breathed in the smoke Maybe you ran with the wolves and refused to settle down Maybe Ive stormed out of every single room in this town Threw out our cloaks and our daggers because its morning now Its brighter now, now I dont wanna look at anything else now that I saw you (I can never look away) I dont wanna think of anything else now that I thought of you (Things will never be the same) Ive been sleeping so long in a 20-year dark night (Now Im wide awake) And now I see daylight (Daylight), I only see daylight (Daylight) I only see daylight, daylight, daylight, daylight I only see daylight, daylight, daylight, daylight And I can still see it all (In my mind) All of you, all of me (Intertwined) I once believed love would be (Black and white) But its golden (Golden) And I can still see it all (In my head) Back and forth from New York (Sneaking in your bed) I once believed love would be (Burning red) But its golden Like daylight, like daylight Like daylight, daylight You might also like I dont wanna look at anything else now that I saw you (I can never look away) And I dont wanna think of anything else now that I thought of you (Things will never be the same) Ive been sleeping so long in a 20-year dark night (Now Im wide awake) And now I see daylight (I see daylight), I only see daylight (Ah) I only see daylight, daylight, daylight, daylight I only see daylight, daylight, daylight, daylight (Ah) (And I can still see it all) I only see daylight, daylight, daylight, daylight (And I can still see it all, back and forth from New York) I only see daylight, daylight, daylight, daylight (I once believed love would be burning red) Like daylight Its golden like daylight You gotta step into the daylight and let it go Just let it go, let it go I wanna be defined by the things that I love Not the things I hate Not the things Im afraid of, Im afraid of Or the things that haunt me in the middle of the night I, I just think that You are what you love61",daylight,lover,340,Daylight,Lover,2019-08-23,18,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,78,293453
83,113,Lover,MissAmericana_TheHeartbreakPrince,Miss Americana & The Heartbreak Prince,"You know I adore you, Im crazier for you Than I was at 16, lost in a film scene Waving homecoming queens, marching band playing Im lost in the lights American glory faded before me Now Im feeling hopeless, ripped up my prom dress Running through rose thorns, I saw the scoreboard And ran for my life (Ah) No cameras catch my pageant smile I counted days, I counted miles To see you there, to see you there Its been a long time coming, but Its you and me, thats my whole world They whisper in the hallway, Shes a bad, bad girl (Okay) The whole school is rolling fake dice You play stupid games, you win stupid prizes Its you and me, theres nothing like this Miss Americana and The Heartbreak Prince (Okay) Were so sad, we paint the town blue Voted most likely to run away with you My team is losing, battered and bruising I see the high fives between the bad guys Leave with my head hung, you are the only one Who seems to care American stories burning before me Im feeling helpless, the damsels are depressed Boys will be boys then, where are the wise men? Darling, Im scared (Ah) No cameras catch my muffled cries I counted days, I counted miles To see you there, to see you there And now the storm is coming, but You might also like Its you and me, thats my whole world They whisper in the hallway, Shes a bad, bad girl (Okay) The whole school is rolling fake dice You play stupid games, you win stupid prizes Its you and me, theres nothing like this Miss Americana and The Heartbreak Prince (Okay) Were so sad, we paint the town blue Voted most likely to run away with you And I dont want you to (Go), I dont really wanna (Fight) Cause nobodys gonna (Win), I think you should come home And I dont want you to (Go), I dont really wanna (Fight) Cause nobodys gonna (Win), I think you should come home And I dont want you to (Go), I dont really wanna (Fight) Cause nobodys gonna (Win), just thought you should know And Ill never let you (Go) cause I know this is a (Fight) That someday were gonna (Win) Its you and me, thats my whole world They whisper in the hallway, Shes a bad, bad girl Oh, I just thought you should know (You should know) Its you and me, theres nothing like this (Like this) Miss Americana and The Heartbreak Prince (Okay) Were so sad, we paint the town blue (Paint it blue) Voted most likely to run away with you And I dont want you to (Go), I dont really wanna (Fight) Cause nobodys gonna (Win), I think you should come home And Ill never let you (Go) cause I know this is a (Fight) That someday were gonna (Win), just thought you should know Its you and me, thats my whole world They whisper in the hallway, Shes a bad, bad girl Shes a bad, bad girl93",missamericanatheheartbreakprince,lover,329,Miss Americana & The Heartbreak Prince,Lover,2019-08-23,7,214nt20w5wOxJnY462klLw,spotify:track:214nt20w5wOxJnY462klLw,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,79,234146
84,114,Lover,CruelSummer,Cruel Summer,"(Yeah, yeah, yeah, yeah) Fever dream high in the quiet of the night You know that I caught it (Oh yeah, youre right, I want it) Bad, bad boy, shiny toy with a price You know that I bought it (Oh yeah, youre right, I want it) Killing me slow, out the window Im always waiting for you to be waiting below Devils roll the dice, angels roll their eyes What doesnt kill me makes me want you more And its new, the shape of your body Its blue, the feeling Ive got And its ooh, whoa-oh Its a cruel summer Its cool, thats what I tell em No rules in breakable heaven But ooh, whoa-oh Its a cruel summer with you Hang your head low in the glow of the vending machine Im not dying (Oh yeah, youre right, I want it) We say that well just screw it up in these trying times Were not trying (Oh yeah, youre right, I want it) So cut the headlights, summers a knife Im always waiting for you just to cut to the bone Devils roll the dice, angels roll their eyes And if I bleed, youll be the last to know, oh Its new, the shape of your body Its blue, the feeling Ive got And its ooh, whoa-oh Its a cruel summer Its cool, thats what I tell em No rules in breakable heaven But ooh, whoa-oh Its a cruel summer with you You might also like Im drunk in the back of the car And I cried like a baby comin home from the bar (Oh) Said, Im fine, but it wasnt true I dont wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer just to seal my fate (Oh) And I scream, For whatever its worth I love you, aint that the worst thing you ever heard? He looks up, grinnin like a devil Its new, the shape of your body Its blue, the feeling Ive got And its ooh, whoa-oh Its a cruel summer Its cool, thats what I tell em No rules in breakable heaven But ooh, whoa-oh Its a cruel summer with you Im drunk in the back of the car And I cried like a baby comin home from the bar (Oh) Said, Im fine, but it wasnt true I dont wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer just to seal my fate (Oh) And I scream, For whatever its worth I love you, aint that the worst thing you ever heard? (Yeah, yeah, yeah, yeah)96",cruelsummer,lover,324,Cruel Summer,Lover,2019-08-23,2,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.117,0.552,0.702,2.06e-05,0.105,-5.707,0.157,169.994,0.564,93,178426
85,115,Lover,LondonBoy,London Boy,"We can go drivin in, on my scooter Uh, you know, just round London (Oh, Id—) I love my hometown as much as Motown, I love SoCal And you know I love Springsteen, faded blue jeans, Tennessee whiskey But somethin happened, I heard him laughin I saw the dimples first and then I heard the accent They say home is where the heart is But thats not where mine lives You know I love a London boy I enjoy walkin Camden Market in the afternoon He likes my American smile, like a child when our eyes meet Darling, I fancy you Took me back to Highgate, met all of his best mates So I guess all the rumors are true You know I love a London boy Boy, I fancy you (Ooh) And now I love high tea, stories from Uni, and the West End You can find me in the pub, we are watchin rugby with his school friends Show me a gray sky, a rainy cab ride Babes, dont threaten me with a good time They say home is where the heart is But, God, I love the English You know I love a London boy I enjoy nights in Brixton, Shoreditch in the afternoon He likes my American smile, like a child when our eyes meet Darling, I fancy you Took me back to Highgate, met all of his best mates So I guess all the rumors are true You know I love a London boy Boy, I fancy you You might also like So please show me Hackney Doesnt have to be Louis V up on Bond Street Just wanna be with you Wanna be with you Stick with me, Im your queen Like a Tennessee Stella McCartney on the Heath Just wanna be with you (Wanna be with you) Wanna be with you, oh, woah You know I love a London boy I enjoy walkin Soho, drinkin in the afternoon (Yeah) He likes my American smile, like a child when our eyes meet Darling, I fancy you (You) Took me back to Highgate, met all of his best mates So I guess all the rumors are true (Yeah) You know I love a London boy (Oh) Boy (Oh), I fancy you (I fancy you; ooh) So please show me Hackney Doesnt have to be Louis V up on Bond Street Just wanna be with you (Ooh) I, oh, I, I fancy you, oh, woah-ah-ah (Ooh) Stick with me, Im your queen Like a Tennessee Stella McCartney on the Heath Just wanna be with you (Ooh), wanna be with you I fancy you (Yeah), I fancy you, ah-ah (Ooh)44",londonboy,lover,333,London Boy,Lover,2019-08-23,11,1LLXZFeAHK9R4xUramtUKw,spotify:track:1LLXZFeAHK9R4xUramtUKw,0.0246,0.695,0.71,0.000104,0.133,-6.639,0.05,157.925,0.557,74,190240
86,116,Lover,FalseGod,False God,"We were crazy to think Crazy to think that this could work Remember how I said Id die for you? We were stupid to jump In the ocean separating us Remember how Id fly to you? And I cant talk to you when youre like this Staring out the window like Im not your favorite town Im New York City I still do it for you, babe They all warned us about times like this They say the road gets hard and you get lost When youre led by blind faith, blind faith But we might just get away with it Religions in your lips Even if its a false god Wed still worship We might just get away with it The altar is my hips Even if its a false god Wed still worship this love Wed still worship this love Wed still worship this love I know heavens a thing I go there when you touch me, honey Hell is when I fight with you But we can patch it up good Make confessions and were begging for forgiveness Got the wine for you And you cant talk to me when Im like this Daring you to leave me just so I can try and scare you Youre the West Village You still do it for me, babe They all warned us about times like this They say the road gets hard and you get lost When youre led by blind faith, blind faith You might also like But we might just get away with it Religions in your lips Even if its a false god Wed still worship We might just get away with it The altar is my hips Even if its a false god Wed still worship this love Wed still worship this love Wed still worship this love, ah Still worship this love Even if its a false god Even if its a false god Still worship this love69",falsegod,lover,335,False God,Lover,2019-08-23,13,5hQSXkFgbxjZo9uCwd11so,spotify:track:5hQSXkFgbxjZo9uCwd11so,0.736,0.739,0.32,0.000147,0.111,-10.862,0.239,79.97,0.351,73,200306
87,117,Lover,IThinkHeKnows,I Think He Knows,"I think he knows His footprints on the sidewalk Lead to where I cant stop Go there every night I think he knows His hands around a cold glass Make me wanna know that Body like its mine He got that boyish look that I like in a man I am an architect, Im drawing up the plans Its like Im 17, nobody understands No one understands He got my heartbeat Skipping down 16th Avenue Got that, ah, I mean Wanna see whats under that attitude like I want you, bless my soul And I aint gotta tell him, I think he knows I think he knows I think he knows When we get all alone Ill make myself at home And hell want me to stay I think he knows Hed better lock it down Or I wont stick around Cause good ones never wait (Ha) He got that boyish look that I like in a man I am an architect, Im drawing up the plans Hes so obsessed with me and, boy, I understand Boy, I understand He got my heartbeat (Heartbeat) Skipping down 16th Avenue Got that, ah, I mean (I mean) Wanna see whats under that attitude like I want you, bless my soul And I aint gotta tell him, I think he knows I think he knows You might also like I want you, bless my I want you, bless my I want you, bless my I want you, bless my soul Lyrical smile, indigo eyes, hand on my thigh We could follow the sparks, Ill drive Lyrical smile, indigo eyes, hand on my thigh We could follow the sparks, Ill drive So where we gonna go? I whisper in the dark Where we gonna go? I think he knows He got my heartbeat (Heartbeat) Skipping down 16th Avenue (Baby) Got that, ah, I mean (I mean) Wanna see whats under that attitude like (Yeah) I want you, bless my soul And I aint gotta tell him, I think he knows I think he knows I want you, bless my I want you, bless my I want you, bless my (Oh, baby) I want you, bless my soul (He got my heartbeat) I want you, bless my (Skipping down 16th Avenue, baby) I want you, bless my I want you, bless my soul And I aint gotta tell him, I think he knows48",ithinkheknows,lover,328,I Think He Knows,Lover,2019-08-23,6,2YWtcWi3a83pdEg3Gif4Pd,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,72,173386
88,118,Folklore,thelastgreatamericandynasty,The Last Great American Dynasty,"Rebekah rode up on the afternoon train, it was sunny Her saltbox house on the coast took her mind off St. Louis Bill was the heir to the Standard Oil name and money And the town said, How did a middle-class divorcée do it? The wedding was charming, if a little gauche Theres only so far new money goes They picked out a home and called it Holiday House Their parties were tasteful, if a little loud The doctor had told him to settle down It must have been her fault his heart gave out And they said There goes the last great American dynasty Who knows, if she never showed up, what couldve been There goes the maddest woman this town has ever seen She had a marvelous time ruining everything Rebekah gave up on the Rhode Island set forever Flew in all her Bitch Pack friends from the city Filled the pool with champagne and swam with the big names And blew through the money on the boys and the ballet And losing on card game bets with Dalí You might also like And they said There goes the last great American dynasty Who knows, if she never showed up, what couldve been There goes the most shameless woman this town has ever seen She had a marvelous time ruining everything They say she was seen on occasion Pacing the rocks, staring out at the midnight sea And in a feud with her neighbor She stole his dog and dyed it key lime green Fifty years is a long time Holiday House sat quietly on that beach Free of women with madness, their men and bad habits And then it was bought by me Who knows, if I never showed up, what couldve been There goes the loudest woman this town has ever seen I had a marvelous time ruining everything I had a marvelous time ruining everything A marvelous time ruining everything A marvelous time I had a marvelous time71",thelastgreatamericandynasty,folklore,309,the last great american dynasty,folklore,2020-07-24,3,2Eeur20xVqfUoM3Q7EFPFt,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,0.706,70,230999
89,119,Folklore,thisismetrying,This Is Me Trying,"Ive been having a hard time adjusting I had the shiniest wheels, now theyre rusting I didnt know if youd care if I came back I have a lot of regrets about that Pulled the car off the road to the lookout Couldve followed my fears all the way down And maybe I dont quite know what to say But Im here in your doorway I just wanted you to know that this is me trying I just wanted you to know that this is me trying They told me all of my cages were mental So I got wasted like all my potential And my words shoot to kill when Im mad I have a lot of regrets about that I was so ahead of the curve, the curve became a sphere Fell behind all my classmates and I ended up here Pouring out my heart to a stranger But I didnt pour the whiskey I just wanted you to know that this is me trying I just wanted you to know that this is me trying You might also like At least Im trying And its hard to be at a party when I feel like an open wound Its hard to be anywhere these days when all I want is you Youre a flashback in a film reel on the one screen in my town And I just wanted you to know that this is me trying (And maybe I dont quite know what to say) I just wanted you to know that this is me trying At least Im trying78",thisismetrying,folklore,315,this is me trying,folklore,2020-07-24,9,7kt9e9LFSpN1zQtYEl19o1,spotify:track:7kt9e9LFSpN1zQtYEl19o1,0.314,0.515,0.476,4.74e-05,0.171,-9.843,0.0328,135.886,0.412,73,195097
